No.,Trade Date,Type,Ticker,Direction,Call/Put,Currency,Spot Price,% to Strike,Strike,Ref Price,Strike %,Prem Left,Expiry Date,DTE,Quantity,Notl (Local),Notl ($),Delta Notl,Broker,% Premium,Status,Premium ($),Delivery PnL,Combined PnL,Strategy,Notes,FX,Cum Premium,Entry Price,Current Price,Date,C/P,BBG Ticker
278,11-Apr-23,OTC - Stock,002050 CH,Sell,Put,CNY,23.42,7%,21.82,24.24,90.0%,,11-May-23,0,"11,300",$0.27,$0.04,,MS,1.20%,Expired,$477,$0,$477,,,0.143907669,"$4,262,120",,,05/11/23,P,
279,11-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,29.32,2%,28.78,30.291,95.0%,,12-Apr-23,0,"33,013",$1.00,$0.95,,UBS,0.14%,Expired,"$1,390",$0,"$1,390",,,1,"$4,263,510",,,04/12/23,P,
280,12-Apr-23,OTC - Stock,002050 CH,Sell,Put,CNY,23.2,7%,21.60,23.9953,90.0%,,12-May-23,0,"282,200",$6.77,$0.89,,MS,1.20%,Expired,"$11,796",$0,"$11,796",,,0.143696742,"$4,275,305",,,05/12/23,P,
281,12-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,29.92,5%,28.49,29.985,95.0%,,13-Apr-23,0,"66,700",$2.00,$1.90,,UBS,0.13%,Expired,"$2,601",$0,"$2,601",,,1,"$4,277,907",,,04/13/23,P,
282,13-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,30.71,10%,28.02,29.4947,95.0%,,14-Apr-23,0,"67,500",$1.99,$1.89,,MS,0.10%,Expired,"$2,012",$0,"$2,012",,,1,"$4,279,918",,,04/14/23,P,
283,13-Apr-23,OTC - Stock,PDD US,Sell,Put,USD,66.12,13%,58.32,68.6075,85.0%,,27-Apr-23,0,"29,151",$2.00,$1.70,,UBS,0.25%,Expired,"$5,020",$0,"$5,020",,,1,"$4,284,938",,,04/27/23,P,
284,14-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,30.45,4%,29.17,30.7,95.0%,,17-Apr-23,0,"130,000",$3.99,$3.79,,MS,0.12%,Expired,"$4,784",$0,"$4,784",,,1,"$4,289,722",,,04/17/23,P,
285,17-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,70.94,9%,64.79,67.7702,95.6%,,24-Apr-23,0,"15,000",$1.02,$0.97,,MS,1.20%,Expired,"$12,198",$0,"$12,198",,,1,"$4,301,920",,,04/24/23,P,
286,17-Apr-23,OTC - Stock,STAA US,Buy,Call,USD,70.94,0%,71.16,67.7702,105.0%,,24-Apr-23,0,"15,000",$1.02,$1.07,,MS,-1.20%,Expired,"-$12,198",$0,"-$12,198",,,1,"$4,289,722",,,04/24/23,C,
287,17-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,70.94,10%,64.66,67.6409,95.6%,,24-Apr-23,0,"14,800",$1.00,$0.96,,GS,1.25%,Expired,"$12,534",$0,"$12,534",,,1,"$4,302,256",,,04/24/23,P,
288,17-Apr-23,OTC - Stock,STAA US,Buy,Call,USD,70.94,0%,71.02,67.6409,105.0%,,24-Apr-23,0,"14,800",$1.00,$1.05,,GS,-1.25%,Expired,"-$12,534",$0,"-$12,534",,,1,"$4,289,722",,,04/24/23,C,
289,17-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,69.1,9%,63.26,66.5922,95.0%,,19-Apr-23,0,"60,067",$4.00,$3.80,,UBS,0.27%,Expired,"$10,962",$0,"$10,962",,,1,"$4,300,684",,,04/19/23,P,
290,17-Apr-23,OTC - Stock,MRNA US,Sell,Put,USD,133.4,8%,123.25,145,85.0%,,1-May-23,0,"6,896",$1.00,$0.85,,UBS,0.23%,Expired,"$2,340",$0,"$2,340",,,1,"$4,303,024",,,05/01/23,P,
291,17-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,31.91,11%,28.82,30.3325,95.0%,,18-Apr-23,0,"65,935",$2.00,$1.90,,UBS,0.13%,Expired,"$2,697",$0,"$2,697",,,1,"$4,305,721",,,04/18/23,P,
292,18-Apr-23,OTC - Stock,WISE LN,Sell,Put,GBP,599.6,13524%,4.40,5.17778,85.0%,,19-May-23,0,"191,500",$0.99,$0.84,,GS,0.85%,Expired,"$8,426",$0,"$8,426",,,1.2445,"$4,314,147",,,05/19/23,P,
293,18-Apr-23,Listed - Stock,SWAV US,Sell,Put,USD,286.46,10%,260.00,268.15,97.0%,,21-Apr-23,0,"15,000",$4.02,$3.90,,MS,1.43%,Expired,"$57,462",$0,"$57,462",,,1,"$4,371,609",,,04/21/23,P,SWAV US 04/21/23 P260 Equity
294,18-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,70.47,10%,64.11,67.48,95.0%,,20-Apr-23,0,"29,638",$2.00,$1.90,,UBS,0.30%,Expired,"$5,999",$0,"$5,999",,,1,"$4,377,608",,,04/20/23,P,
295,19-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,67.6,3%,65.70,68.2958,96.2%,,26-Apr-23,0,"14,500",$0.99,$0.95,,MS,0.95%,Expired,"$9,408",$0,"$9,408",,,1,"$4,387,015",,,04/26/23,P,
296,19-Apr-23,OTC - Stock,STAA US,Buy,Call,USD,67.6,6%,71.71,68.3,105.0%,,26-Apr-23,0,"14,500",$0.99,$1.04,,MS,-0.95%,Expired,"-$9,408",$0,"-$9,408",,,1,"$4,377,608",,,04/26/23,C,
297,19-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,33.31,11%,30.11,31.6972,95.0%,,21-Apr-23,0,"62,500",$1.98,$1.88,,MS,0.31%,Expired,"$6,144",$0,"$6,144",,,1,"$4,383,751",,,04/21/23,P,
298,20-Apr-23,OTC - Stock,TSLA US,Sell,Put,USD,188.87,41%,133.60,167,80.0%,,22-May-23,0,"12,000",$2.00,$1.60,,GS,0.70%,Expired,"$14,028",$0,"$14,028",,,1,"$4,397,779",,,05/22/23,P,
299,20-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,68.52,4%,65.83,68.5,96.1%,,27-Apr-23,0,600,$0.04,$0.04,,MS,1.24%,Expired,$511,$0,$511,,,1,"$4,398,290",,,04/27/23,P,
300,20-Apr-23,OTC - Stock,STAA US,Buy,Call,USD,68.52,5%,71.93,68.5,105.0%,,27-Apr-23,0,600,$0.04,$0.04,,MS,-1.24%,Expired,-$511,$0,-$511,,,1,"$4,397,779",,,04/27/23,C,
301,20-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,68.52,10%,62.26,69.177,90.0%,,27-Apr-23,0,"14,455",$1.00,$0.90,,UBS,0.31%,Expired,"$3,060",$0,"$3,060",,,1,"$4,400,839",,,04/27/23,P,
302,21-Apr-23,OTC - Stock,TMDX US,Sell,Put,USD,79.1,-7%,85.04,88.7726,95.8%,,28-Apr-23,0,"11,400",$1.01,$0.97,,MS,1.84%,Exercised,"$18,612","-$67,716","-$49,104",,,1,"$4,419,451",,,04/28/23,P,
303,21-Apr-23,OTC - Stock,TMDX US,Buy,Call,USD,79.1,18%,93.21,88.7726,105.0%,,28-Apr-23,0,"11,400",$1.01,$1.06,,MS,-1.84%,Expired,"-$18,612",$0,"-$18,612",,,1,"$4,400,839",,,04/28/23,C,
304,21-Apr-23,OTC - Stock,PYPL US,Sell,Call,USD,76,2%,77.30,73.622,105.0%,,28-Apr-23,0,"54,331",$4.00,$4.20,,UBS,0.20%,Expired,"$7,998",$0,"$7,998",,,1,"$4,408,837",,,04/28/23,C,
305,21-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,33.61,8%,31.16,32.8,95.0%,,24-Apr-23,0,600,$0.02,$0.02,,MS,0.15%,Expired,$30,$0,$30,,,1,"$4,408,866",,,04/24/23,P,
306,24-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.16,2%,31.44,33.095,95.0%,,25-Apr-23,0,"30,216",$1.00,$0.95,,UBS,0.20%,Expired,"$2,040",$0,"$2,040",,,1,"$4,410,906",,,04/25/23,P,
307,24-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.88,5%,31.44,33.095,95.0%,,26-Apr-23,0,"30,216",$1.00,$0.95,,UBS,0.39%,Expired,"$3,949",$0,"$3,949",,,1,"$4,414,855",,,04/26/23,P,
308,24-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,72.82,7%,67.78,70.5997,96.0%,,1-May-23,0,"28,600",$2.02,$1.94,,MS,1.29%,Expired,"$26,069",$0,"$26,069",,,1,"$4,440,924",,,05/01/23,P,
309,24-Apr-23,OTC - Stock,STAA US,Buy,Call,USD,72.82,2%,74.13,70.5997,105.0%,,1-May-23,0,"28,600",$2.02,$2.12,,MS,-1.29%,Expired,"-$26,069",$0,"-$26,069",,,1,"$4,414,855",,,05/01/23,C,
310,24-Apr-23,OTC - Stock,PDD US,Sell,Put,USD,60.53,3%,59.00,66,89.4%,,19-May-23,0,"15,200",$1.00,$0.90,,MS,1.22%,Expired,"$12,236",$0,"$12,236",,,1,"$4,427,091",,,05/19/23,P,
311,25-Apr-23,OTC - Stock,002050 CH,Sell,Put,CNY,25.559,28%,19.98,22.2,90.0%,,25-May-23,0,"309,500",$6.87,$0.90,,MS,1.00%,Expired,"$9,935",$0,"$9,935",,,0.141258899,"$4,437,026",,,05/25/23,P,
312,25-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,68.52,4%,65.89,69.357,95.0%,,27-Apr-23,0,"14,418",$1.00,$0.95,,UBS,0.35%,Expired,"$3,491",$0,"$3,491",,,1,"$4,440,516",,,04/27/23,P,
313,25-Apr-23,OTC - Stock,STAA US,Sell,Put,USD,67.6,3%,65.89,69.357,95.0%,,26-Apr-23,0,"14,418",$1.00,$0.95,,UBS,0.18%,Expired,"$1,789",$0,"$1,789",,,1,"$4,442,306",,,04/26/23,P,
314,25-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.88,4%,31.70,33.373,95.0%,,26-Apr-23,0,"29,964",$1.00,$0.95,,UBS,0.26%,Expired,"$2,571",$0,"$2,571",,,1,"$4,444,877",,,04/26/23,P,
315,25-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.44,2%,31.70,33.373,95.0%,,27-Apr-23,0,"29,964",$1.00,$0.95,,UBS,0.48%,Expired,"$4,800",$0,"$4,800",,,1,"$4,449,677",,,04/27/23,P,
316,26-Apr-23,OTC - Stock,RMS FP,Sell,Put,EUR,1959.2,12%,1746.69,1940.7628,90.0%,,26-May-23,0,925,$1.80,$1.62,,MS,0.55%,Expired,"$9,874",$0,"$9,874",,,1.0723,"$4,459,551",,,05/26/23,P,
317,26-Apr-23,OTC - Stock,NDX,Buy,Put,USD,13245.99,5%,12600.00,12823.737,98.3%,,28-Apr-23,0,"2,500",$32.06,$31.50,,MS,-0.35%,Expired,"-$111,008",$0,"-$111,008",,,1,"$4,348,543",,,04/28/23,P,
318,26-Apr-23,OTC - Stock,NDX,Buy,Put,USD,13245.99,4%,12700.00,12825.461,99.0%,,28-Apr-23,0,"2,500",$32.06,$31.75,,MS,-0.52%,Expired,"-$167,795",$0,"-$167,795",,,1,"$4,180,748",,,04/28/23,P,
319,26-Apr-23,Listed - Stock,NDX,Buy,Put,USD,13245.99,4%,12700.00,12825.461,99.0%,,28-Apr-23,0,100,$1.28,$1.27,,MS,-0.39%,Expired,"-$5,010",$0,"-$5,010",,,1,"$4,175,738",,,04/28/23,P,NDX 04/28/23 P12700 Equity
320,26-Apr-23,Listed - Stock,QQQ US,Buy,Put,USD,322.56,4%,310.00,311.87,99.4%,,28-Apr-23,0,100,$0.03,$0.03,,MS,-0.42%,Expired,-$132,$0,-$132,,,1,"$4,175,606",,,04/28/23,P,QQQ US 04/28/23 P310 Equity
321,27-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.45,9%,29.85,31.738,94.1%,,28-Apr-23,0,"63,657",$2.02,$1.90,,UBS,0.18%,Expired,"$3,603",$0,"$3,603",,,1,"$4,179,209",,,04/28/23,P,
322,28-Apr-23,OTC - Stock,ONON US,Sell,Put,USD,32.42,6%,30.47,32.078,95.0%,,1-May-23,0,"62,348",$2.00,$1.90,,UBS,0.18%,Expired,"$3,604",$0,"$3,604",,,1,"$4,182,813",,,05/01/23,P,
323,2-May-23,OTC - Stock,STAA US,Sell,Put,USD,70.09,4%,67.15,70.685,95.0%,,3-May-23,0,"28,294",$2.00,$1.90,,UBS,0.28%,Expired,"$5,599",$0,"$5,599",,,1,"$4,188,412",,,05/03/23,P,
324,11-May-23,OTC - Stock,ONON US,Buy,Call,USD,27.51,26%,34.67,33.02,105.0%,,18-May-23,0,"60,569",$2.00,$2.10,,UBS,-3.55%,Expired,"-$70,999",$0,"-$70,999",,,1,"$4,117,413",,,05/18/23,C,
325,11-May-23,OTC - Stock,ONON US,Sell,Put,USD,27.51,-14%,31.96,33.02,96.8%,,18-May-23,0,"60,569",$2.00,$1.94,,UBS,3.55%,Exercised,"$70,999","-$269,532","-$198,533",,,1,"$4,188,412",,,05/18/23,P,
326,11-May-23,OTC - Stock,ONON US,Sell,Put,USD,33.44,7%,31.37,33.02,95.0%,,15-May-23,0,"60,569",$2.00,$1.90,,UBS,0.69%,Expired,"$13,701",$0,"$13,701",,,1,"$4,202,113",,,05/15/23,P,
327,11-May-23,OTC - Stock,SMCI US,Buy,Call,USD,164.56,-13%,143.81,136.9611,105.0%,,18-May-23,0,"14,602",$2.00,$2.10,,UBS,-1.50%,Exercised,"-$29,998","$302,992","$272,993",,,1,"$4,172,114",,,05/18/23,C,
328,11-May-23,OTC - Stock,SMCI US,Sell,Put,USD,164.56,25%,132.17,136.9611,96.5%,,18-May-23,0,"14,602",$2.00,$1.93,,UBS,1.50%,Expired,"$29,998",$0,"$29,998",,,1,"$4,202,113",,,05/18/23,P,
329,11-May-23,Listed - Stock,ONON US,Sell,Call,USD,26.69,37%,36.50,33.12,110.2%,,19-May-23,0,"90,000",$2.98,$3.29,,MS,2.14%,Expired,"$63,720",$0,"$63,720",,,1,"$4,265,833",,,05/19/23,C,ONON US 05/19/23 C36.5 Equity
330,11-May-23,OTC - Stock,NVDA US,Buy,Call,USD,316.7474,-5%,300.10,285.8066,105.0%,,18-May-23,0,"7,000",$2.00,$2.10,,GS,-0.45%,Exercised,"-$9,003","$116,554","$107,551",,,1,"$4,256,830",,,05/18/23,C,
331,11-May-23,OTC - Stock,NVDA US,Sell,Put,USD,316.7474,15%,274.37,285.81,96.0%,,18-May-23,0,"7,000",$2.00,$1.92,,GS,0.45%,Expired,"$9,003",$0,"$9,003",,,1,"$4,265,833",,,05/18/23,P,
332,12-May-23,OTC - Stock,ONON US,Sell,Put,USD,30.19,-5%,31.83,32.98,96.5%,,16-May-23,0,"30,364",$1.00,$0.97,,UBS,2.40%,Exercised,"$24,000","-$49,797","-$25,797",,,1,"$4,289,833",,,05/16/23,P,
333,12-May-23,OTC - Stock,ONON US,Buy,Call,USD,30.19,15%,34.58,32.98,104.9%,,16-May-23,0,"30,364",$1.00,$1.05,,UBS,2.40%,Expired,"$24,000",$0,"$24,000",,,1,"$4,313,832",,,05/16/23,C,
334,13-May-23,Listed - Stock,ONON US,Sell,Call,USD,26.69,37%,36.50,33,110.6%,,19-May-23,0,"1,000",$0.03,$0.04,,MS,2.36%,Expired,$780,$0,$780,,,1,"$4,314,612",,,05/19/23,C,ONON US 05/19/23 C36.5 Equity
335,15-May-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1619.2,32%,1222.81,1438.6,85.0%,,15-Jun-23,0,695,$1.00,$0.85,,UBS,0.43%,Expired,"$4,250",$0,"$4,250",,,1.0945,"$4,318,862",,,06/15/23,P,
336,15-May-23,Listed - Stock,RMS FP,Sell,Put,EUR,1986,17%,1700.00,1990,85.4%,,16-Jun-23,0,500,$1.00,$0.85,,MS,0.39%,Expired,"$3,835",$0,"$3,835",,,1.0937,"$4,322,696",,,06/16/23,P,RMS FP 06/16/23 P1700 Equity
337,15-May-23,Listed - Stock,ADYEN NA,Sell,Put,EUR,1579.8,32%,1200.00,1435,83.6%,,16-Jun-23,0,640,$0.92,$0.77,,MS,0.43%,Expired,"$3,905",$0,"$3,905",,,1.0937,"$4,326,601",,,06/16/23,P,ADYEN NA 06/16/23 P1200 Equity
338,15-May-23,Listed - Stock,STAA US,Sell,Call,USD,52.61,33%,70.00,62.1,112.7%,,16-Jun-23,0,"31,600",$1.96,$2.21,,MS,1.41%,Expired,"$27,712",$0,"$27,712",,,1,"$4,354,314",,,06/16/23,C,STAA US 06/16/23 C70 Equity
339,15-May-23,Listed - Stock,TSLA US,Sell,Put,USD,260.54,95%,133.33,167.2,79.7%,,16-Jun-23,0,"2,100",$0.35,$0.28,,MS,0.84%,Expired,"$2,939",$0,"$2,939",,,1,"$4,357,252",,,06/16/23,P,TSLA US 06/16/23 P133.33 Equity
340,17-May-23,Listed - Stock,STAA US,Sell,Call,USD,52.61,33%,70.00,61.7,113.5%,,16-Jun-23,0,"32,500",$2.01,$2.28,,MS,1.03%,Expired,"$20,555",$0,"$20,555",,,1,"$4,377,808",,,06/16/23,C,STAA US 06/16/23 C70 Equity
341,18-May-23,OTC - Stock,ONON US,Sell,Put,USD,26.65,0%,26.53,27.4555,96.6%,,25-May-23,0,"72,800",$2.00,$1.93,,GS,1.16%,Expired,"$23,127",$0,"$23,127",,,1,"$4,400,935",,,05/25/23,P,
342,18-May-23,OTC - Stock,ONON US,Buy,Call,USD,26.65,8%,28.83,27.4555,105.0%,,25-May-23,0,"72,800",$2.00,$2.10,,GS,-1.16%,Expired,"-$23,127",$0,"-$23,127",,,1,"$4,377,808",,,05/25/23,C,
343,18-May-23,OTC - Stock,TMDX US,Sell,Put,USD,71.33,0%,71.51,74.7996,95.6%,,25-May-23,0,"13,300",$0.99,$0.95,,MS,1.80%,Exercised,"$17,861","-$2,394","$15,467",,,1,"$4,395,668",,,05/25/23,P,
344,18-May-23,OTC - Stock,TMDX US,Buy,Call,USD,71.33,10%,78.54,74.7996,105.0%,,25-May-23,0,"13,300",$0.99,$1.04,,MS,-1.80%,Expired,"-$17,861",$0,"-$17,861",,,1,"$4,377,808",,,05/25/23,C,
345,23-May-23,OTC - Stock,RMS FP,Sell,Put,EUR,1915,20%,1600.00,1930,82.9%,,21-Jul-23,0,515,$0.99,$0.88,,GS,0.49%,Expired,"$4,918",$0,"$4,918",,,1.1124,"$4,382,726",,,07/21/23,P,
346,25-May-23,OTC - Stock,300285 CH,Sell,Put,CNY,26.9,10%,24.39,27.0994,90.0%,,26-Jun-23,0,"523,500",$14.19,$1.85,,MS,0.75%,Expired,"$15,046",$0,"$15,046",,,0.138119639,"$4,397,772",,,06/26/23,P,
347,25-May-23,OTC - Stock,688506 CH,Sell,Put,CNY,71.82,-14%,83.51,92.7861,90.0%,,26-Jun-23,0,"153,700",$14.26,$1.86,,UBS,2.63%,Exercised,"$53,054","-$248,114","-$195,060",,,0.138119639,"$4,450,826",,,06/26/23,P,
348,25-May-23,OTC - Stock,688392 CH,Sell,Put,CNY,99.87,13%,88.24,98.04864286,90.0%,,26-Jun-23,0,"145,040",$14.22,$1.85,,UBS,1.78%,Expired,"$35,810",$0,"$35,810",,,0.138119639,"$4,486,636",,,06/26/23,P,
349,25-May-23,OTC - Stock,ONON US,Sell,Put,USD,27.45,10%,24.93,26.246,95.0%,,26-May-23,0,"38,101",$1.00,$0.95,,UBS,0.21%,Expired,"$2,092",$0,"$2,092",,,1,"$4,488,728",,,05/26/23,P,
350,25-May-23,OTC - Stock,ONON US,Sell,Put,USD,27.17,8%,25.20,26.246,96.0%,,1-Jun-23,0,"38,101",$1.00,$0.96,,UBS,1.30%,Expired,"$13,000",$0,"$13,000",,,1,"$4,501,728",,,06/01/23,P,
351,25-May-23,OTC - Stock,ONON US,Buy,Call,USD,27.17,1%,27.56,26.246,105.0%,,1-Jun-23,0,"38,101",$1.00,$1.05,,UBS,-1.30%,Expired,"-$13,000",$0,"-$13,000",,,1,"$4,488,728",,,06/01/23,C,
352,25-May-23,OTC - Stock,ONON US,Sell,Put,USD,27.32,9%,25.04,26.3606,95.0%,,30-May-23,0,"37,900",$1.00,$0.95,,GS,0.56%,Expired,"$5,595",$0,"$5,595",,,1,"$4,494,323",,,05/30/23,P,
353,25-May-23,OTC - Stock,SWAV US,Buy,Call,USD,281.66,4%,293.06,279.1,105.0%,,1-Jun-23,0,"3,582",$1.00,$1.05,,UBS,-0.50%,Expired,"-$4,999",$0,"-$4,999",,,1,"$4,489,324",,,06/01/23,C,
354,25-May-23,OTC - Stock,SWAV US,Sell,Put,USD,281.66,5%,267.94,279.1,96.0%,,1-Jun-23,0,"3,582",$1.00,$0.96,,UBS,0.50%,Expired,"$4,999",$0,"$4,999",,,1,"$4,494,323",,,06/01/23,P,
355,29-May-23,OTC - Stock,688392 CH,Sell,Put,CNY,102,29%,79.34,93.33621429,85.0%,,29-Jun-23,0,"118,160",$11.03,$1.36,,MS,0.95%,Expired,"$14,821",$0,"$14,821",,,0.137978613,"$4,509,143",,,06/29/23,P,
356,30-May-23,OTC - Stock,ONON US,Sell,Put,USD,27.17,5%,25.93,27.2985,95.0%,,1-Jun-23,0,"36,632",$1.00,$0.95,,UBS,0.40%,Expired,"$4,000",$0,"$4,000",,,1,"$4,513,144",,,06/01/23,P,
357,1-Jun-23,OTC - Index,NKA,Sell,Call,JPY,32340,-1%,32000.00,31060.33,103.0%,,14-Jul-23,0,"112,100","$3,481.86",$25.84,,UBS,1.12%,Unwound,"$281,828","-$274,597","$7,232",,,0.007204611,"$4,794,972",,,07/14/23,C,
358,1-Jun-23,OTC - Index,NKA,Buy,Put,JPY,32340,8%,29875.00,31060.33,96.2%,,14-Jul-23,0,"112,100","$3,481.86",$24.12,,UBS,-1.09%,Unwound,"-$272,326",$0,"-$272,326",,,0.007204611,"$4,522,646",,,07/14/23,P,
359,1-Jun-23,OTC - Index,NKA,Sell,Call,JPY,32340,0%,32250.00,31080.27,103.8%,,14-Jul-23,0,"112,100","$3,484.10",$26.04,,UBS,0.92%,Unwound,"$231,135","-$72,687","$158,448",,,0.007204611,"$4,753,781",,,07/14/23,C,
360,1-Jun-23,OTC - Index,NKA,Buy,Put,JPY,32340,9%,29625.00,31080.27,95.3%,,14-Jul-23,0,"112,100","$3,484.10",$23.92,,UBS,-0.90%,Unwound,"-$226,267",$0,"-$226,267",,,0.007204611,"$4,527,514",,,07/14/23,P,
361,1-Jun-23,OTC - Stock,002050 CH,Sell,Put,CNY,29.2,30%,22.49,24.9888,90.0%,,3-Jul-23,0,"68,300",$1.71,$0.22,,MS,1.10%,Expired,"$2,643",$0,"$2,643",,,0.137991941,"$4,530,157",,,07/03/23,P,
362,2-Jun-23,OTC - Stock,301029 CH,Sell,Put,CNY,43.55,14%,38.28,42.5285,90.0%,,3-Jul-23,0,"123,100",$5.24,$0.67,,MS,0.65%,Expired,"$4,813",$0,"$4,813",,,0.137991941,"$4,534,971",,,07/03/23,P,
363,6-Jun-23,OTC - Stock,UMG NA,Sell,Put,EUR,21.87,39%,15.77,18.55,85.0%,,21-Jul-23,0,"50,400",$0.93,$0.85,,UBS,0.26%,Expired,"$2,599",$0,"$2,599",,,1.1124,"$4,537,569",,,07/21/23,P,
364,6-Jun-23,OTC - Stock,UMG NA,Sell,Put,EUR,21.87,31%,16.70,18.55,90.0%,,21-Jul-23,0,"50,400",$0.93,$0.90,,UBS,0.60%,Expired,"$5,997",$0,"$5,997",,,1.1124,"$4,543,566",,,07/21/23,P,
365,7-Jun-23,OTC - Stock,RMS FP,Sell,Put,EUR,1862.2,16%,1608.57,1892.4333,85.0%,,7-Jul-23,0,990,$1.87,$1.71,,UBS,0.27%,Expired,"$5,419",$0,"$5,419",,,1.0967,"$4,548,985",,,07/07/23,P,
366,7-Jun-23,OTC - Stock,RMS FP,Sell,Put,EUR,1986,17%,1701.10,1890.1118,90.0%,,16-Jun-23,0,990,$1.87,$1.80,,UBS,0.16%,Expired,"$3,207",$0,"$3,207",,,1.0937,"$4,552,192",,,06/16/23,P,
367,7-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,30.28,11%,27.22,28.6554,95.0%,,9-Jun-23,0,"35,000",$1.00,$0.95,,MS,0.17%,Expired,"$1,705",$0,"$1,705",,,1,"$4,553,896",,,06/09/23,P,
368,7-Jun-23,Listed - Stock,STAA US,Sell,Put,USD,52.61,17%,45.00,51.15,88.0%,,16-Jun-23,0,"6,600",$0.34,$0.30,,UBS,0.54%,Expired,"$1,835",$0,"$1,835",,,1,"$4,555,731",,,06/16/23,P,STAA US 06/16/23 P45 Equity
369,8-Jun-23,OTC - Index,NKA,Sell,Call,JPY,32340,0%,32500.00,31947.229,101.7%,,14-Jul-23,0,"109,600","$3,501.42",$25.45,,UBS,1.58%,Expired,"$399,668",$0,"$399,668",,,0.007204611,"$4,955,399",,,07/14/23,C,
370,8-Jun-23,OTC - Index,NKA,Buy,Put,JPY,32340,7%,30250.00,31947.179,94.7%,,14-Jul-23,0,"219,200","$7,002.82",$47.38,,UBS,-0.76%,Expired,"-$385,667",$0,"-$385,667",,,0.007204611,"$4,569,732",,,07/14/23,P,
371,9-Jun-23,OTC - Stock,688392 CH,Sell,Put,CNY,103.52,34%,77.52,91.19635714,85.0%,,11-Jul-23,0,"152,180",$13.88,$1.66,,UBS,1.26%,Expired,"$24,556",$0,"$24,556",,,0.138700103,"$4,594,287",,,07/11/23,P,
372,9-Jun-23,Listed - Index,NDX,Sell,Call,USD,14939.95,0%,14900.00,14555,102.4%,,29-Jun-23,0,5,$7.28,$7.45,,MS,0.69%,Exercised,"$49,990","-$19,975","$30,015",,,1,"$4,644,277",,,06/29/23,C,
373,9-Jun-23,Listed - Index,NDX,Sell,Call,USD,14939.95,0%,15000.00,14555,103.1%,,29-Jun-23,0,5,$7.28,$7.50,,MS,0.65%,Expired,"$47,040",$0,"$47,040",,,1,"$4,691,317",,,06/29/23,C,
374,9-Jun-23,Listed - Index,NDX,Buy,Put,USD,14939.95,7%,14000.00,14555,96.2%,,29-Jun-23,0,15,$21.83,$21.00,,MS,-0.40%,Expired,"-$87,481",$0,"-$87,481",,,1,"$4,603,836",,,06/29/23,P,
375,9-Jun-23,Listed - Index,NDX,Sell,Call,USD,15179.21,-1%,15000.00,14555,103.1%,,30-Jun-23,0,5,$7.28,$7.50,,MS,0.73%,Exercised,"$52,930","-$89,605","-$36,675",,,1,"$4,656,766",,,06/30/23,C,
376,9-Jun-23,Listed - Index,NDX,Buy,Put,USD,15179.21,9%,13900.00,14555,95.5%,,30-Jun-23,0,10,$14.56,$13.90,,MS,-0.39%,Expired,"-$56,661",$0,"-$56,661",,,1,"$4,600,105",,,06/30/23,P,
377,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4409.59,4%,4260.00,4304,99.0%,,16-Jun-23,0,50,$21.52,$21.30,,MS,-0.27%,Expired,"-$58,713",$0,"-$58,713",,,1,"$4,541,393",,,06/16/23,P,
378,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4425.84,4%,4260.00,4304,99.0%,,15-Jun-23,0,50,$21.52,$21.30,,MS,-0.30%,Expired,"-$64,663",$0,"-$64,663",,,1,"$4,476,730",,,06/15/23,P,
379,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4425.84,4%,4275.00,4304,99.3%,,15-Jun-23,0,50,$21.52,$21.38,,MS,-0.29%,Expired,"-$61,793",$0,"-$61,793",,,1,"$4,414,938",,,06/15/23,P,
380,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4365.69,3%,4250.00,4304,98.7%,,21-Jun-23,0,50,$21.52,$21.25,,MS,-0.33%,Expired,"-$71,233",$0,"-$71,233",,,1,"$4,343,705",,,06/21/23,P,
